App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month,rating_band,half_year,ai_category,ai_reason
Zomato,2022-03-12 17:49:57,Worst experience. Last 12 days everyday the order is getting delayed....by 20-25 mins...Zomato in mentally harassing people. Worst delivery service I have ever seen.,1,0,"Hi Rohit, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-03-14 09:11:02,16.3.8,2022-03,1star,2022-H1,Delivery Time/Delay,daily 20-25 min delays for 12 days
Zomato,2022-04-25 17:27:11,Bad customer care service.. extremely high rates on each item.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-04-26 10:11:39,,2022-04,1star,2022-H1,Customer Support Experience,bad customer care cited first
Zomato,2022-06-17 10:06:32,Foods rate very different compair to Same hotel.. Zomato taking Too much extra amount from customer.....,1,0,,,16.3.7,2022-06,1star,2022-H1,"Pricing, Charges & Refunds",overcharging vs restaurant price
Zomato,2022-03-07 08:09:48,Very slow update app,1,0,"Hi Viji, apologies for the inconvenience caused. Kindly write to us at help@zomato.com (with screenshots, if possible) and our team will reach out to you. We’d love to have you back on the app again.",2022-03-07 15:29:13,,2022-03,1star,2022-H1,App Technical Issues,app is slow to update
Zomato,2022-04-24 17:34:48,They dont deliver entire parcel for which the order is placed for. Also after calling them they keep u on hold and then later cut the call. Fraudulent and doing scam.,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com & we'll immediately bring this to the notice of the restaurant and help address your concern at the earliest.",2022-04-24 19:20:21,16.4.5,2022-04,1star,2022-H1,Order Accuracy,"incomplete parcel, held on call"
Zomato,2022-05-08 12:07:32,"Why does your delivery partner can't see the number when I select ""Order for other"" option. This happens with me everytime I order",1,0,"Hi Gopal, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-05-17 07:14:24,16.4.9,2022-05,1star,2022-H1,App Technical Issues,"delivery partner can't see number, app bug"
Zomato,2022-05-19 17:51:13,No option of customer care everytime u try to chat it says ur issue resolved,1,0,"Hi there, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2022-05-23 13:14:57,16.4.8,2022-05,1star,2022-H1,Customer Support Experience,chat auto-closes without resolving
Zomato,2022-06-02 17:03:27,"Worst experience i placed the order but haven't received and got the notification of ordered delivered, i tried to contact the delivery guy but he was not reachable, i contact to support for refund i told him i need my refund in my bank account but he credited in Zomato credits, in last i haven't received my order as well money in my bank account. disappointed by the service from zomato. don't hire such delivery guy's who don't even have courtesy to contact and put the wrong status.",1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-06-02 23:46:09,16.5.0,2022-06,1star,2022-H1,Delivery Time/Delay,marked delivered but not received
Zomato,2022-02-27 07:39:29,I had placed an order from ovenstory they had canceled my order for which I had received a message from ovenstory but zomato did not cancel my order on their app nor my money was refunded back very bad,1,0,"Hi Sana, we extend our sincere apologies for the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",2022-02-27 09:17:12,16.3.5,2022-02,1star,2022-H1,"Pricing, Charges & Refunds",order not cancelled/refunded properly
Zomato,2022-11-26 08:59:54,Food was not good at everytime I've ordered from it.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-11-26 09:20:13,17.1.4,2022-11,1star,2022-H2,Restaurant/Food Quality,consistently bad food
Zomato,2022-12-06 19:54:53,All the Big Brand become cheaters now days and they cheat there old and regular customer that's really sad. I might uninstalled the Zomato after this kind of operation and response. Please don't take payment if you're not able delivery food. I'm waiting for order since last 2 hours and no one is responding at all.,1,0,"Hi Monty, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-12-12 11:47:14,,2022-12,1star,2022-H2,Other/Not Categorizable,general distrust statement
Zomato,2022-10-23 16:51:40,"Worst experience i placed an order and i got a message that my orders has been cancelled and as cancellation fee everything was deducted. when i contact coustamer care they told me that u were unreachable so we cancelled but this is non sense, i waited in the location for hours and no one came by but my order got cancelled and i have to pay for not delivering order.",1,3,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com & we'll get this resolved ASAP.",2022-10-26 12:01:27,17.0.7,2022-10,1star,2022-H2,"Pricing, Charges & Refunds",cancellation fee deducted unfairly
Zomato,2022-07-20 15:58:02,Need to improve alot in B2C. Standards of customer experience require more focus and deep dive for better future,1,0,"Hi Pradeep , sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-07-20 17:33:32,16.4.9,2022-07,1star,2022-H2,Other/Not Categorizable,"generic feedback, no specific issue"
Zomato,2022-10-15 04:49:36,"The Customer Care agents are rude, unhelpful and unprofessional. They are untrained and nobody really cares about your issues/ feedback. They are trained robots/ parrots who'll keep repeating the same the lines that they understand everything but that's all a scam. If you want to escalate and speak with a manager - Sorry boss. The manager is not available to speak with you. It doesn't matter how much you spend. It don't matter if you're a pro plus member. They DONT care.",1,0,"Hi Garv, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2022-10-15 15:41:21,17.0.5,2022-10,1star,2022-H2,Customer Support Experience,"rude, unhelpful, scripted agents"
Zomato,2022-10-05 14:53:31,I ordered food on 31st Aug and it's not delivered to 8PM 2nd September. Zomato ' standard reply since Delivery partner is not from Zomato so they can not track. They have so given me 68 Rs that I can use next time,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-09-02 16:31:02,17.0.4,2022-10,1star,2022-H2,Delivery Time/Delay,"multi-day delay, inadequate compensation"
Zomato,2022-08-19 14:58:30,I placed an order which I didn't receive and my money was not refunded. you never give money without taking food.avoid online payment on Zomato. Very bad app,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-08-19 12:56:05,16.5.9,2022-08,1star,2022-H2,"Pricing, Charges & Refunds","order not received, no refund"
Zomato,2022-08-27 07:44:50,Worst experience ever didn't expect this from zomato no delivery partner nearby for every resturant.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-08-27 10:28:49,,2022-08,1star,2022-H2,Delivery Time/Delay,no delivery partners available nearby
Zomato,2022-10-14 11:40:26,Very poor service in jaipur very very bad experience please don't use zomoto app be careful,1,0,"Hi Rahul, sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-10-14 14:31:35,,2022-10,1star,2022-H2,Other/Not Categorizable,"vague, city-specific complaint"
Zomato,2022-08-18 21:50:45,They have are worse than swiggy in every way and thats includes costumer support. The costumer support is just like a bot saying that they are very sorry and they have no authority to resolve the issue,1,0,"Hi there, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2022-08-19 06:24:04,16.4.8,2022-08,1star,2022-H2,Customer Support Experience,support compared unfavorably to competitor
Zomato,2022-11-22 19:16:17,Worst delivery service ever - happy its been shut down soon - the driver didnt follow the comments and the resturant is useless,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-11-23 14:11:35,17.1.3,2022-11,1star,2022-H2,Delivery Time/Delay,driver ignored delivery instructions
Zomato,2022-11-21 13:06:00,Worst experience to get an order. Customer support team is quite helpless,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-11-22 14:25:53,17.0.7,2022-11,1star,2022-H2,Customer Support Experience,support described as helpless
Zomato,2022-09-18 14:57:58,"No contact no on app. Your deliveey person didnt call me and cancelled my order. Bad experienced, loss of money",1,0,"Hi Ajit, sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-09-24 06:48:19,17.0.2,2022-09,1star,2022-H2,Delivery Time/Delay,"delivery person didn't call, order cancelled"
Zomato,2022-12-27 15:07:16,Very bad experience. It doesn't provide offers on the orders which was shown on the site. After contacting them said the order has been placed and they can't do anything now. Then why show false offers on the site if they are not eligible to be fulfilled? & why charge service tax if they are not providing good services?,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-12-27 15:42:43,17.2.1,2022-12,1star,2022-H2,"Pricing, Charges & Refunds",offers shown but not honored
Zomato,2022-07-04 10:07:07,Cash on delivery isn't available for me coz of a delivery boy's fault 😒 he forgets to pickup the food from the restaurant... Really disappointed,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-07-05 09:38:11,16.5.5,2022-07,1star,2022-H2,Payment/Transaction Issues,COD unavailable due to delivery error
Zomato,2022-11-12 08:42:15,One time discount and next order double price not useful app,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-11-13 06:36:43,16.6.5,2022-11,1star,2022-H2,"Pricing, Charges & Refunds",price doubled after first order discount
Zomato,2022-11-20 20:45:46,Resturents are sending verry bad and old foods. We don't understand where it is made.. Sometimes we get stale food. The hotel's minimum standard of providing water with food is not being followed,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-11-21 11:30:06,17.1.3,2022-11,1star,2022-H2,Restaurant/Food Quality,stale/old food from restaurants
Zomato,2023-04-01 07:27:36,Going worst... No offers these days... Waste coupons also. Today also same experience. Need to get rid of this Zomato,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-06-03 06:34:40,17.4.1,2023-04,1star,2023-H1,"Pricing, Charges & Refunds","fewer offers, coupons wasted"
Zomato,2023-02-27 15:03:18,"I've taken the gold membership. As per their terms they are supposed to give 100 coupon. Delivered 18 mins late. They say delivery guy reached 100 mtrs range close to my location, but delivered 18 mins late. App stops showing the location when close to delivery, no clue. Even the customer executive thier fault, still they claim it is on time. Disappointed with thier unprofessional behaviour. When you offer something it should be genuine.",1,3,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-03 09:05:57,17.3.6,2023-02,1star,2023-H1,Delivery Time/Delay,late delivery despite membership perks
Zomato,2023-01-18 17:51:35,Zomato is fraud . Already complaint given in consumer court as well as in food inspection committe. I have posted pictures and mail them.Delivery boys not available. Several times items were missing.i complaint the issues. But it was not rectified.service not good. I lost my patience several times. Better don't use this app . Sincere request all viewers,1,1,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-01-19 08:06:21,17.2.7,2023-01,1star,2023-H1,Order Accuracy,"items missing, escalated to consumer court"
Zomato,2023-06-28 20:03:06,Always bad experience when you ordered the food you sit very Patiencely because Zomato send you always cold food and 1 hour delay delivery. Delivery partner not picking up call even not replying any message Zomato customer service executive very unresponsive they only say sorry for delay and turned off the chat not a single person of Zomato to listen your complain and not solving it. Very bad,1,1,,,17.5.6,2023-06,1star,2023-H1,Delivery Time/Delay,cold food and consistent 1hr delay
Zomato,2023-05-26 08:48:40,Do not use this app No option to call the customer service and no response from the restaurant,1,0,,,17.5.0,2023-05,1star,2023-H1,Customer Support Experience,no way to reach support
Zomato,2023-02-19 16:16:55,Not good and price are also too high according food so I never recommended any one to order food from Zomato and I purchased same food same restaurant in 120 and I see price on Zomato listing 320,1,0,"Hi Ravi , taxes & charges' include delivery fee, restaurant's packaging charges and GST. The amount is dependent on factors like delivery distance, restaurant's own charges, applicable discounts. Kindly click on the 'taxes & charges' button to view the details. Hope this helps address your concern.",2023-02-25 08:50:17,,2023-02,1star,2023-H1,"Pricing, Charges & Refunds",prices much higher than restaurant direct
Zomato,2023-06-23 19:15:28,One of the worst app in India. Because they don't have control on vendor food quality. Zomoto working for vendor commission and not for customer service. Now it's start with one person and end with zero ratings.,1,0,,,17.5.1,2023-06,1star,2023-H1,Restaurant/Food Quality,no control over vendor food quality
Zomato,2023-06-04 09:14:46,"I have faced the bad experience with the food ,and I convey my problem to the Zomato but they didn't respond accordingly and they didn't solve my issue... And I'm uninstalling this app because they didn't care for customer satisfaction",1,0,,,17.5.2,2023-06,1star,2023-H1,Restaurant/Food Quality,food issue unresolved by support
Zomato,2023-05-26 07:07:25,charging money for a not delivered product as penalty .....way to success #zomatoischindi!,1,1,,,17.5.1,2023-05,1star,2023-H1,"Pricing, Charges & Refunds",charged penalty for undelivered order
Zomato,2023-03-17 14:32:54,cant order from this app if u cancelled ur order then you cant get refund bad app,1,0,"Hi Ritik, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-03-23 11:58:37,17.3.9,2023-03,1star,2023-H1,"Pricing, Charges & Refunds",no refund on cancellation
Zomato,2023-05-17 16:50:12,Distance 4 kms Estimated Time - 60 Mins Delivered in - 52 Mins Superfast Delivery - LOL Distance 1 km Estimated Time - 40 Mins Delivered in - 22 Mins Superfast Delivery - LOL,1,8,,,17.5.0,2023-05,1star,2023-H1,Delivery Time/Delay,delivery time estimates inconsistent
Zomato,2023-02-04 20:17:41,Very bad service. When i order on zomato they take 2 houre at night time after 2 hour they cancel my order,1,0,"Hi Ahmed, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-07 17:25:57,,2023-02,1star,2023-H1,Delivery Time/Delay,2hr wait then order cancelled
Zomato,2023-05-14 13:40:20,this was good till last year after that the price hiked nothing is near affordable everything touched their price limit it is good to buy thing offline ...not it's charging so much money where you will go taking this whole money you will die without money man do something good....if you wannt to go to heaven,1,0,,,17.4.8,2023-05,1star,2023-H1,"Pricing, Charges & Refunds","prices hiked, unaffordable"
Zomato,2023-03-01 12:30:46,"Very slow service Changed the time 3 times, it's been 1 hour by ordering. Very very slow service Zomato. Giving 20 minutes more time. Where to complain Not even coming to remove the order. Not even coming for cencal. Order given 42 minutes ago, in that also there is 18 minutes let.",1,9,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-03-04 12:03:33,17.3.6,2023-03,1star,2023-H1,Delivery Time/Delay,delivery time changed repeatedly
Zomato,2023-04-14 19:59:32,"Open eating, drinking places are not showing at night please update",1,0,,,17.4.1,2023-04,1star,2023-H1,UX/Navigation/Usability,listings not updated for night hours
Zomato,2023-06-08 17:43:46,Every time restaurant was closed,1,0,,,17.5.1,2023-06,1star,2023-H1,Other/Not Categorizable,"restaurant repeatedly closed, vague"
Zomato,2023-05-23 15:56:35,The worst food delivery app ever i used .. dont waste your time. For for other better apps,1,0,,,17.4.8,2023-05,1star,2023-H1,Other/Not Categorizable,generic negative statement
Zomato,2023-01-29 04:11:49,"I liked ordering from Zomato,but you have stopped your services in my area,while swiggy is still delivering in my area, so shifting to swiggy",1,0,"Hi Manish, we're sorry to hear that. It would be great if you can elaborate on your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2023-01-31 04:05:15,17.2.1,2023-01,1star,2023-H1,Other/Not Categorizable,"service unavailable in area, switching apps"
Zomato,2023-02-18 16:10:47,Worst experience they didn't give the refund when order cancelled due to their glitch. My money is gone without order.,1,0,"Hi Deepak, we apologise for this mishap. Please write to us at psreviewsupport@zomato.com for us to investigate this further.",2023-02-18 16:53:35,17.3.2,2023-02,1star,2023-H1,"Pricing, Charges & Refunds",no refund for platform-caused cancellation
Zomato,2023-01-27 22:14:37,"I ordered the food and paid the amount. The restaurant accepted the order and I waited for 1.5 hours for the food. In the end the people from support called and told that the shop is closed and initiated the refund. There is no hotel near me that is open now. Thanks to Zomato, I will be sleeping on a empty stomach. Kudoos to you guys.",1,2,"Hi Pradeep, we apologise for this mishap. Please write to us at psreviewsupport@zomato.com for us to investigate this further.",2023-01-28 07:42:35,17.2.3,2023-01,1star,2023-H1,Delivery Time/Delay,"long wait, restaurant closed excuse"
Zomato,2023-06-27 17:20:28,"I waited for my order for 94 minutes it's been showing 7 minutes. Then, Finally I cancelled the order. Thank God I selected Cash on delivery otherwise they also deduct cancellation fee from refund😤",1,0,,,17.5.4,2023-06,1star,2023-H1,Delivery Time/Delay,"ETA inaccurate, long wait"
Zomato,2023-02-17 16:15:05,Something is seriously wrong with this company. My last 2 order was horrible. Latest ordered cake received from a reputed vendor sply for cake and gift. Received a road side stale and smelly cake and to top it up was great customer support. Asking for refund for a waste item is not wrong I guess. Is it zomato? Or suddenly you guys become so poor that you started scamming customer for 200-500 rs.,1,1,"Hi Koushik, we extend our sincere apologies towards the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",2023-02-17 16:39:11,17.3.1,2023-02,1star,2023-H1,Restaurant/Food Quality,"stale, smelly cake received"
Zomato,2023-05-16 16:29:45,Worst service and money minded. Always Supporting fraud and unhygienic restaurants.careless about customers health and money.please dnt rely on food delivery apps.,1,0,"Hi Lakshmipathi, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2021-07-31 11:42:40,17.4.8,2023-05,1star,2023-H1,Restaurant/Food Quality,unhygienic restaurants supported
Zomato,2023-07-05 10:31:34,"Horrible customer care, not at all helpful and always items missing. Idk if this is happening to selective people or to many people .",1,0,,,17.5.4,2023-07,1star,2023-H2,Customer Support Experience,"unhelpful support, recurring missing items"
Zomato,2023-07-10 16:01:40,Zomato is a cheater and fraud. They don't pay delivery guys and ask to steel from customer. My item was stolen by Zomato person. When Zomato person steel. They say it's delivery partner.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",2023-07-21 07:41:48,17.5.8,2023-07,1star,2023-H2,Order Accuracy,item stolen by delivery person
Zomato,2023-07-05 19:49:04,It literally took you around 90 mins to reach with a delivery fee of Rs 125 and still 0 support I am the Zomato Gold member but will be switching to other food delivering apps for sure On the other hand the support team literally reply after 5 mins for one message. Very irritating and literally hate this app now and and the support team sucks.,1,0,"Hi Siddharth, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-07-06 11:53:51,,2023-07,1star,2023-H2,Delivery Time/Delay,"90 min delivery, high fee, no support"
Zomato,2023-07-08 09:37:41,I'm a regular user order every time from Zomato... But I didn't not given any good offer... Very disappointed... Going to uninstall right now,1,0,,,17.5.8,2023-07,1star,2023-H2,"Pricing, Charges & Refunds",no good offers despite loyalty
Zomato,2023-07-09 03:12:09,This froud app plz do not download the app in first time he will give you free deliver is wrong Zomato will charge the amount is now very well how attract the customer to give fake discount and is take charge for distance and GST charge and so on you will lose your money if you buy any thing so you will go directly to restaurant and buy your food if you calculate the amount,1,0,,,17.5.4,2023-07,1star,2023-H2,"Pricing, Charges & Refunds",fake discounts to attract customers
Zomato,2022-03-17 06:58:46,We need good discount and offers in all restaurants regularly. I believe you will consider my suggestion.,2,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-03-23 10:56:02,16.3.8,2022-03,2star,2022-H1,"Pricing, Charges & Refunds",requests more regular discounts
Zomato,2022-06-10 14:56:58,Delivery charges are just way too much.,2,0,,,16.5.2,2022-06,2star,2022-H1,"Pricing, Charges & Refunds",delivery charges too high
Zomato,2022-08-22 17:44:13,"Very very bad service zamato not help customer care and delivery boy not happy for Zomato very bad service, 👎👎👎👎👎👎👎👎👎👎👎👎👎",2,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-08-23 14:27:53,14.3.9,2022-08,2star,2022-H2,Customer Support Experience,poor customer care and delivery experience
Zomato,2022-10-07 18:46:28,"Zomato is ok but the quality of the restaurant where I odered is really stupidity and also adding one word is stupidity what I have done. Before ordering the food. Last words about the opening is ....... Only bed words .. ....,",2,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-10-08 05:23:56,17.0.4,2022-10,2star,2022-H2,Restaurant/Food Quality,poor restaurant quality
Zomato,2023-02-01 15:14:05,"You guys are a Joke compared to swiggy! Poor customer service, pathetic! Sorry to say! Seriously, very very sad! No more Gold! Practically useless! :'(",2,0,"Hi Jerryn, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-02 11:46:57,17.2.9,2023-02,2star,2023-H1,Customer Support Experience,support worse than competitor
Zomato,2023-04-23 18:50:17,"Again I am writing this because of order related after so many days i had placed and order from mcDonalds, I don't know what happens, delivery partner went from the restaurant and not respond and when contacting customer care same line came from them and asked me to cancel the order and when asking the favour straight away said no. Order placed at 10:10 pm and forcefully needs to cancel at 12:15 am Think again before placing order, very poor and rude....",2,0,"Hi Gagan, please write to us at order@zomato.com and we'll reach out to resolve this immediately.",2021-01-26 10:33:57,17.4.4,2023-04,2star,2023-H1,Delivery Time/Delay,delivery partner unresponsive after pickup
Zomato,2022-06-11 14:42:39,"My restaurant profile always shows double the price of food, but if you ask in the same restaurant, it costs half that.",3,0,,,16.5.2,2022-06,3star,2022-H1,"Pricing, Charges & Refunds",price shown double actual restaurant price
Zomato,2022-03-26 10:51:16,I have noticed different locations have different limits of cod (trivandrum- rs750 or Guwahati- rs350) shouldn't u put a fixed limit for all places,3,0,,,16.3.9,2022-03,3star,2022-H1,Payment/Transaction Issues,inconsistent COD limits by location
Zomato,2022-12-13 13:34:27,on some orders cash on delivery was there and some was not there,3,0,"Hi, kindly drop a mail to our team at help@zomato.com regarding this with all the available details. Our team will reach out to you at the earliest. Thanks.",2022-12-13 14:40:31,17.1.3,2022-12,3star,2022-H2,Payment/Transaction Issues,inconsistent COD availability
Zomato,2022-11-24 10:42:30,Today I ordered two different types of pizza. One was cheese and other was golden corn pizza. First of all I will tell you about golden pizza. In this pizza the corn was very small and less in quantity actually I was expecting more in quantity. Now I will talk about the cheese pizza very less cheese was putted in center area. The round portions was apslutly neglected plus it was very thick. I personally request you to improve more regarding it. Thankyou so much.,3,0,"Hi there, please write to us at psreviewsupport@zomato.com & we'll look into this asap. We also encourage you to share your feedback with the restaurant, by writing a review on Zomato.",2022-11-27 07:33:23,17.1.3,2022-11,3star,2022-H2,Restaurant/Food Quality,pizza toppings insufficient
Zomato,2023-03-18 07:32:00,Delivery cost area High,3,0,,,17.3.9,2023-03,3star,2023-H1,"Pricing, Charges & Refunds",delivery cost too high in area
Zomato,2023-03-16 05:57:53,Same dishes prices are 10 to 20 rupees lower on swiggy 👎👎👎,3,0,,,17.3.9,2023-03,3star,2023-H1,"Pricing, Charges & Refunds",prices higher than competitor for same dish
Zomato,2023-05-12 13:56:51,"Delivery Ok, but delivered cool biryani, cool pizza, please try to send fresh & hot items",3,0,,,17.4.8,2023-05,3star,2023-H1,Restaurant/Food Quality,food arrived cold
Zomato,2023-07-13 13:30:36,Good but not amazing Because this is expensive in comparison of others,3,0,,,17.5.9,2023-07,3star,2023-H2,"Pricing, Charges & Refunds",expensive compared to other apps
Zomato,2022-05-14 08:21:32,"Very nice app but some type of little bit expensive than other apps.However, i love it well, in this app every restaurant is available and fast delivery as well.",4,0,"Hi Meet, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",2022-05-16 12:48:34,16.5.0,2022-05,4star,2022-H1,"Pricing, Charges & Refunds",good but noted as expensive
